EmpID,Age,AgeGroup,BusinessTravel,Department,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,Over18,RelationshipSatisfaction,StandardHours,WorkLifeBalance
RM795,34,26-35,Travel_Frequently,Research & Development,1,Life Sciences,1,1103,1,Male,3,2,Healthcare Representative,4,Single,Y,3,80,2
RM804,34,26-35,Non-Travel,Research & Development,4,Life Sciences,1,1115,3,Male,2,1,Research Scientist,4,Married,Y,4,80,3
RM823,34,26-35,Travel_Frequently,Research & Development,2,Life Sciences,1,1140,4,Male,3,2,Manufacturing Director,3,Single,Y,4,80,2
RM835,34,26-35,Travel_Rarely,Sales,1,Life Sciences,1,1163,2,Female,3,2,Sales Executive,3,Married,Y,1,80,2
RM848,34,26-35,Travel_Frequently,Research & Development,3,Medical,1,1184,4,Male,2,2,Healthcare Representative,1,Single,Y,3,80,3
RM907,34,26-35,Travel_Rarely,Research & Development,3,Technical Degree,1,1265,3,Female,4,1,Research Scientist,3,Married,Y,4,80,2
RM918,34,26-35,Travel_Rarely,Sales,3,Marketing,1,1281,3,Female,3,2,Sales Executive,1,Single,Y,4,80,3
RM921,34,26-35,Travel_Frequently,Research & Development,3,Medical,1,1285,3,Female,3,2,Laboratory Technician,2,Divorced,Y,3,80,4
RM924,34,26-35,Travel_Frequently,Human Resources,3,Life Sciences,1,1289,3,Male,2,2,Human Resources,2,Married,Y,4,80,4
RM959,34,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,1344,4,Male,3,3,Healthcare Representative,4,Divorced,Y,4,80,2
RM965,34,26-35,Travel_Rarely,Sales,2,Medical,1,1356,3,Female,3,2,Sales Executive,1,Single,Y,4,80,4
RM978,34,26-35,Non-Travel,Research & Development,1,Technical Degree,1,1374,1,Female,2,1,Research Scientist,3,Divorced,Y,3,80,3
RM980,34,26-35,Travel_Rarely,Research & Development,3,Medical,1,1377,2,Male,3,2,Laboratory Technician,3,Married,Y,1,80,3
RM984,34,26-35,Travel_Rarely,Research & Development,4,Technical Degree,1,1383,3,Female,3,2,Healthcare Representative,4,Single,Y,4,80,4
RM1016,34,26-35,Travel_Frequently,Research & Development,4,Other,1,1431,4,Male,3,1,Research Scientist,1,Divorced,Y,3,80,3
RM1028,34,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,1447,4,Female,2,1,Laboratory Technician,2,Married,Y,1,80,2
RM1040,34,26-35,Travel_Rarely,Human Resources,4,Technical Degree,1,1467,1,Female,3,1,Human Resources,3,Married,Y,4,80,3
RM1049,34,26-35,Travel_Rarely,Sales,3,Other,1,1478,4,Male,1,2,Sales Executive,1,Single,Y,4,80,3
RM1056,34,26-35,Travel_Frequently,Research & Development,3,Medical,1,1485,2,Male,3,4,Research Director,1,Divorced,Y,4,80,2
RM1059,34,26-35,Travel_Rarely,Sales,4,Medical,1,1489,1,Female,2,2,Sales Executive,2,Single,Y,3,80,4
RM1085,34,26-35,Travel_Rarely,Sales,3,Technical Degree,1,1535,4,Male,2,3,Sales Executive,3,Married,Y,4,80,3
RM1088,34,26-35,Travel_Rarely,Sales,2,Technical Degree,1,1541,2,Male,3,1,Sales Representative,3,Married,Y,2,80,3
RM1116,34,26-35,Travel_Rarely,Research & Development,4,Medical,1,1577,1,Male,3,1,Research Scientist,4,Single,Y,3,80,1
RM1118,34,26-35,Travel_Rarely,Research & Development,4,Life Sciences,1,1580,2,Male,3,2,Research Scientist,4,Married,Y,2,80,2
RM1132,34,26-35,Travel_Frequently,Research & Development,4,Technical Degree,1,1597,4,Male,2,2,Healthcare Representative,3,Married,Y,2,80,2
RM1147,34,26-35,Travel_Frequently,Research & Development,4,Life Sciences,1,1615,3,Male,4,2,Manufacturing Director,4,Divorced,Y,1,80,3
RM1180,34,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,1658,4,Female,3,2,Research Scientist,2,Divorced,Y,3,80,3
RM1209,34,26-35,Travel_Rarely,Research & Development,2,Medical,1,1696,2,Male,2,2,Laboratory Technician,4,Married,Y,3,80,4
RM1213,34,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,1701,2,Female,2,1,Research Scientist,4,Married,Y,2,80,3
RM1253,34,26-35,Travel_Rarely,Research & Development,4,Medical,1,1755,4,Male,4,1,Research Scientist,4,Married,Y,1,80,3
RM1268,34,26-35,Non-Travel,Sales,3,Life Sciences,1,1774,4,Male,3,2,Sales Executive,3,Divorced,Y,3,80,3
RM1271,34,26-35,Travel_Rarely,Sales,2,Life Sciences,1,1779,4,Female,1,2,Sales Executive,4,Single,Y,1,80,3
RM1291,34,26-35,Travel_Frequently,Research & Development,4,Life Sciences,1,1807,4,Male,3,2,Laboratory Technician,1,Married,Y,3,80,2
RM1301,34,26-35,Travel_Rarely,Sales,2,Technical Degree,1,1823,2,Male,4,2,Sales Executive,3,Married,Y,3,80,3
RM1343,34,26-35,Travel_Rarely,Sales,3,Life Sciences,1,1882,3,Male,3,3,Sales Executive,4,Married,Y,4,80,3
RM1354,34,26-35,Non-Travel,Research & Development,4,Technical Degree,1,1905,4,Male,1,1,Research Scientist,1,Married,Y,2,80,3
RM1360,34,26-35,Travel_Rarely,Sales,1,Medical,1,1915,4,Female,2,2,Sales Executive,4,Married,Y,3,80,2
RM1369,34,26-35,Travel_Frequently,Research & Development,4,Other,1,1932,3,Male,2,2,Research Scientist,4,Married,Y,2,80,3
RM1385,34,26-35,Travel_Rarely,Sales,3,Marketing,1,1950,1,Male,3,3,Sales Executive,4,Single,Y,1,80,2
RM1386,34,26-35,Travel_Rarely,Sales,4,Medical,1,1951,4,Male,3,3,Sales Executive,3,Divorced,Y,3,80,2
RM1447,34,26-35,Travel_Rarely,Sales,3,Marketing,1,2035,4,Female,2,2,Sales Executive,3,Married,Y,4,80,3
RM1470,34,26-35,TravelRarely,Research & Development,3,Medical,1,2068,2,Male,4,2,Laboratory Technician,3,Married,Y,1,80,4
RM1470,34,26-35,TravelRarely,Research & Development,3,Medical,1,2068,2,Male,4,2,Laboratory Technician,3,Married,Y,1,80,4
RM011,35,26-35,Travel_Rarely,Research & Development,3,Medical,1,14,1,Male,4,1,Laboratory Technician,2,Married,Y,3,80,3
RM038,35,26-35,Travel_Rarely,Sales,3,Marketing,1,49,4,Female,3,1,Sales Representative,4,Married,Y,1,80,3
RM041,35,26-35,Travel_Rarely,Research & Development,2,Other,1,53,3,Male,3,1,Laboratory Technician,4,Divorced,Y,3,80,3
RM050,35,26-35,Travel_Rarely,Research & Development,1,Life Sciences,1,63,4,Male,4,1,Laboratory Technician,4,Married,Y,4,80,3
RM054,35,26-35,Non-Travel,Research & Development,2,Medical,1,70,3,Male,2,3,Healthcare Representative,1,Married,Y,3,80,3
RM057,35,26-35,Travel_Frequently,Sales,5,Life Sciences,1,74,2,Male,3,3,Sales Executive,1,Married,Y,4,80,2
RM058,35,26-35,Travel_Rarely,Research & Development,4,Medical,1,75,3,Female,3,1,Laboratory Technician,1,Married,Y,3,80,3
RM069,35,26-35,Travel_Frequently,Research & Development,3,Medical,1,88,2,Male,3,1,Research Scientist,1,Married,Y,4,80,2
RM077,35,26-35,Travel_Rarely,Sales,4,Marketing,1,100,3,Male,2,2,Sales Executive,1,Single,Y,2,80,3
RM082,35,26-35,Travel_Rarely,Research & Development,3,Medical,1,105,2,Male,2,1,Research Scientist,3,Single,Y,1,80,3
RM152,35,26-35,Travel_Rarely,Sales,5,Marketing,1,204,3,Male,3,3,Sales Executive,2,Married,Y,1,80,3
RM193,35,26-35,Travel_Rarely,Research & Development,2,Life Sciences,1,261,2,Male,2,2,Manufacturing Director,3,Married,Y,1,80,3
RM197,35,26-35,Travel_Frequently,Research & Development,3,Medical,1,269,2,Female,3,2,Laboratory Technician,2,Single,Y,4,80,3
RM229,35,26-35,Travel_Frequently,Sales,3,Marketing,1,314,3,Female,3,3,Sales Executive,3,Single,Y,1,80,4
RM277,35,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,381,2,Female,4,3,Manager,2,Divorced,Y,2,80,2
RM298,35,26-35,Travel_Rarely,Sales,3,Marketing,1,406,3,Male,3,3,Sales Executive,2,Married,Y,3,80,2
RM345,35,26-35,Travel_Rarely,Research & Development,4,Technical Degree,1,464,3,Male,3,3,Manufacturing Director,2,Single,Y,4,80,3
RM373,35,26-35,Travel_Rarely,Research & Development,4,Life Sciences,1,496,3,Male,2,2,Healthcare Representative,2,Single,Y,3,80,3
RM431,35,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,577,4,Male,1,1,Laboratory Technician,3,Single,Y,3,80,3
RM439,35,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,586,4,Male,3,3,Healthcare Representative,3,Married,Y,3,80,3
RM448,35,26-35,Travel_Rarely,Sales,3,Marketing,1,600,2,Male,3,2,Sales Executive,3,Married,Y,3,80,3
RM462,35,26-35,Travel_Rarely,Sales,3,Medical,1,620,1,Female,3,2,Sales Executive,3,Single,Y,4,80,3
RM484,35,26-35,Travel_Rarely,Research & Development,2,Other,1,652,1,Male,2,2,Laboratory Technician,4,Single,Y,4,80,3
RM509,35,26-35,Travel_Rarely,Research & Development,4,Life Sciences,1,691,2,Male,1,2,Research Scientist,4,Single,Y,2,80,3
RM516,35,26-35,Non-Travel,Research & Development,3,Life Sciences,1,704,3,Male,2,1,Laboratory Technician,3,Married,Y,3,80,3
RM558,35,26-35,Non-Travel,Research & Development,4,Life Sciences,1,771,4,Female,3,2,Healthcare Representative,1,Divorced,Y,1,80,4
RM581,35,26-35,Travel_Rarely,Sales,4,Life Sciences,1,805,1,Female,3,1,Sales Representative,4,Married,Y,2,80,2
RM597,35,26-35,Travel_Rarely,Research & Development,4,Life Sciences,1,826,4,Female,4,1,Research Scientist,3,Single,Y,3,80,3
RM612,35,26-35,Travel_Rarely,Research & Development,3,Other,1,845,3,Male,3,3,Manufacturing Director,3,Single,Y,2,80,4
RM621,35,26-35,Travel_Rarely,Research & Development,1,Medical,1,856,3,Female,2,1,Research Scientist,1,Single,Y,4,80,2
RM636,35,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,880,4,Female,2,3,Manufacturing Director,3,Married,Y,2,80,3
RM637,35,26-35,Travel_Frequently,Research & Development,4,Life Sciences,1,881,4,Female,3,1,Research Scientist,2,Divorced,Y,1,80,2
RM648,35,26-35,Travel_Rarely,Research & Development,3,Technical Degree,1,899,4,Male,2,3,Manufacturing Director,2,Married,Y,1,80,3
RM677,35,26-35,Travel_Rarely,Research & Development,1,Life Sciences,1,942,4,Female,3,2,Healthcare Representative,4,Married,Y,4,80,1
RM699,35,26-35,Travel_Rarely,Sales,3,Medical,1,975,3,Female,3,2,Sales Executive,3,Married,Y,2,80,3
RM705,35,26-35,Travel_Rarely,Sales,4,Life Sciences,1,984,4,Male,3,3,Sales Executive,4,Divorced,Y,2,80,3
RM726,35,26-35,Travel_Rarely,Research & Development,4,Other,1,1010,3,Male,2,1,Laboratory Technician,2,Divorced,Y,4,80,1
RM730,35,26-35,Travel_Rarely,Research & Development,4,Medical,1,1014,3,Female,3,3,Healthcare Representative,3,Divorced,Y,3,80,2
RM741,35,26-35,Travel_Rarely,Research & Development,3,Other,1,1028,2,Male,3,1,Laboratory Technician,4,Divorced,Y,1,80,2
RM792,35,26-35,Travel_Rarely,Sales,3,Technical Degree,1,1100,4,Male,3,3,Sales Executive,1,Single,Y,1,80,3
RM821,35,26-35,Travel_Frequently,Sales,2,Marketing,1,1137,4,Male,3,2,Sales Executive,4,Divorced,Y,4,80,3
RM836,35,26-35,Travel_Rarely,Human Resources,4,Technical Degree,1,1164,3,Male,3,1,Human Resources,3,Single,Y,2,80,1
RM841,35,26-35,Travel_Rarely,Research & Development,4,Medical,1,1172,4,Male,2,1,Laboratory Technician,3,Married,Y,2,80,3
RM847,35,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,1182,3,Male,2,3,Manufacturing Director,2,Divorced,Y,2,80,4
RM849,35,26-35,Travel_Frequently,Research & Development,4,Other,1,1185,4,Male,2,1,Laboratory Technician,4,Married,Y,2,80,4
RM871,35,26-35,Travel_Rarely,Sales,4,Life Sciences,1,1218,3,Male,3,2,Sales Executive,1,Married,Y,4,80,3
RM889,35,26-35,Non-Travel,Sales,2,Marketing,1,1243,3,Female,2,3,Sales Executive,4,Married,Y,2,80,2
RM925,35,26-35,Travel_Rarely,Research & Development,1,Life Sciences,1,1291,3,Male,3,1,Research Scientist,3,Married,Y,4,80,3
RM962,35,26-35,Travel_Frequently,Research & Development,4,Life Sciences,1,1350,3,Male,3,2,Research Scientist,3,Single,Y,2,80,3
RM974,35,26-35,Travel_Rarely,Research & Development,3,Medical,1,1369,4,Female,2,2,Laboratory Technician,4,Married,Y,2,80,3
RM982,35,26-35,Travel_Frequently,Sales,4,Marketing,1,1380,4,Female,3,2,Sales Executive,3,Married,Y,3,80,2
RM1003,35,26-35,Travel_Frequently,Research & Development,2,Life Sciences,1,1412,3,Male,3,3,Manufacturing Director,4,Single,Y,3,80,3
RM1060,35,26-35,Travel_Rarely,Sales,1,Life Sciences,1,1492,4,Male,3,1,Sales Representative,3,Married,Y,1,80,3
RM1082,35,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,1529,4,Female,2,3,Healthcare Representative,2,Single,Y,4,80,1
RM1101,35,26-35,Travel_Rarely,Sales,4,Life Sciences,1,1554,2,Female,2,1,Sales Representative,3,Married,Y,1,80,3
RM1109,35,26-35,Travel_Rarely,Research & Development,3,Medical,1,1564,4,Male,2,1,Laboratory Technician,1,Single,Y,2,80,3
RM1111,35,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,1569,1,Female,3,1,Laboratory Technician,1,Divorced,Y,4,80,3
RM1124,35,26-35,Travel_Rarely,Research & Development,4,Medical,1,1587,1,Female,3,2,Healthcare Representative,3,Single,Y,3,80,3
RM1131,35,26-35,Travel_Rarely,Research & Development,3,Life Sciences,1,1596,2,Male,4,2,Laboratory Technician,3,Married,Y,4,80,2
RM1135,35,26-35,Travel_Rarely,Research & Development,2,Life Sciences,1,1601,3,Male,2,1,Laboratory Technician,4,Married,Y,4,80,2
RM1151,35,26-35,Travel_Rarely,Research & Development,5,Life Sciences,1,1621,2,Male,4,2,Research Scientist,1,Married,Y,4,80,3
RM1158,35,26-35,Non-Travel,Research & Development,4,Life Sciences,1,1630,3,Female,3,2,Healthcare Representative,3,Married,Y,4,80,3
RM1163,35,26-35,Travel_Rarely,Sales,3,Medical,1,1639,4,Male,2,3,Sales Executive,1,Married,Y,3,80,3
RM1168,35,26-35,Travel_Rarely,Sales,2,Medical,1,1645,1,Male,1,2,Sales Executive,4,Divorced,Y,4,80,2
RM1187,35,26-35,Travel_Frequently,Sales,4,Other,1,1667,4,Male,3,2,Sales Executive,4,Single,Y,1,80,4
RM1216,35,26-35,Travel_Frequently,Research & Development,4,Medical,1,1704,1,Male,2,1,Research Scientist,4,Single,Y,3,80,4
RM1233,35,26-35,Travel_Rarely,Research & Development,4,Life Sciences,1,1728,4,Male,3,2,Manufacturing Director,3,Married,Y,2,80,3
RM1282,35,26-35,Travel_Rarely,Sales,3,Life Sciences,1,1797,3,Male,3,2,Sales Executive,4,Single,Y,4,80,3
RM1289,35,26-35,Non-Travel,Research & Development,2,Medical,1,1804,2,Male,3,2,Manufacturing Director,4,Divorced,Y,3,80,3
RM1303,35,26-35,Travel_Rarely,Research & Development,4,Medical,1,1826,2,Male,1,1,Laboratory Technician,3,Married,Y,2,80,4
RM1346,35,26-35,Travel_Rarely,Research & Development,2,Other,1,1886,4,Female,2,2,Manufacturing Director,2,Married,Y,4,80,3
RM1381,35,26-35,Travel_Rarely,Sales,4,Medical,1,1945,2,Male,3,2,Sales Executive,1,Married,Y,4,80,1
RM1393,35,26-35,Travel_Rarely,Sales,4,Life Sciences,1,1962,3,Female,3,2,Sales Executive,4,Married,Y,4,80,3
RM1423,35,26-35,TravelRarely,Research & Development,4,Medical,1,2003,4,Male,3,1,Laboratory Technician,3,Married,Y,3,80,3
RM1425,35,26-35,Travel_Rarely,Research & Development,4,Medical,1,2008,2,Male,3,2,Research Scientist,3,Single,Y,2,80,3
RM1451,35,26-35,Travel_Rarely,Human Resources,4,Life Sciences,1,2040,3,Female,3,3,Human Resources,4,Single,Y,3,80,3
RM1457,35,26-35,Travel_Frequently,Research & Development,4,Life Sciences,1,2049,3,Male,3,2,Healthcare Representative,3,Married,Y,4,80,4
RM1459,35,26-35,Travel_Rarely,Research & Development,4,Life Sciences,1,2052,3,Female,1,1,Research Scientist,4,Married,Y,4,80,3
RM010,36,36-45,Travel_Rarely,Research & Development,3,Medical,1,13,3,Male,3,2,Healthcare Representative,3,Married,Y,2,80,2
RM022,36,36-45,Travel_Rarely,Sales,4,Life Sciences,1,27,3,Male,2,1,Sales Representative,1,Single,Y,2,80,3
RM039,36,36-45,Travel_Rarely,Research & Development,4,Life Sciences,1,51,2,Female,2,1,Research Scientist,1,Married,Y,4,80,4
RM065,36,36-45,Travel_Rarely,Research & Development,3,Technical Degree,1,83,3,Female,3,3,Healthcare Representative,3,Divorced,Y,2,80,3
RM067,36,36-45,Travel_Frequently,Research & Development,3,Life Sciences,1,85,2,Male,2,2,Manufacturing Director,2,Single,Y,3,80,3
RM070,36,36-45,Travel_Rarely,Research & Development,3,Medical,1,90,4,Male,2,1,Research Scientist,3,Married,Y,1,80,2
RM075,36,36-45,Travel_Rarely,Research & Development,3,Life Sciences,1,97,2,Female,4,1,Laboratory Technician,4,Married,Y,2,80,3
RM118,36,36-45,Travel_Frequently,Sales,2,Technical Degree,1,154,2,Female,3,3,Sales Executive,4,Married,Y,3,80,3
RM119,36,36-45,Travel_Rarely,Research & Development,2,Life Sciences,1,155,1,Female,3,1,Laboratory Technician,4,Divorced,Y,1,80,3
RM136,36,36-45,Travel_Rarely,Research & Development,2,Medical,1,178,2,Male,3,2,Manufacturing Director,2,Divorced,Y,4,80,3
RM173,36,36-45,Travel_Frequently,Research & Development,2,Medical,1,238,4,Male,3,1,Laboratory Technician,2,Single,Y,3,80,2
RM208,36,36-45,Travel_Frequently,Research & Development,1,Medical,1,286,2,Female,3,1,Laboratory Technician,4,Single,Y,1,80,3
RM221,36,36-45,Travel_Rarely,Research & Development,2,Life Sciences,1,304,4,Male,3,2,Laboratory Technician,2,Single,Y,4,80,4
RM270,36,36-45,Travel_Rarely,Research & Development,3,Life Sciences,1,373,4,Male,3,1,Laboratory Technician,4,Married,Y,3,80,3
RM292,36,36-45,Travel_Rarely,Research & Development,3,Technical Degree,1,397,3,Male,3,2,Research Scientist,2,Single,Y,4,80,3
RM299,36,36-45,Travel_Frequently,Research & Development,4,Life Sciences,1,407,3,Male,4,1,Laboratory Technician,4,Married,Y,4,80,3
RM306,36,36-45,Non-Travel,Research & Development,4,Life Sciences,1,419,2,Female,3,2,Laboratory Technician,2,Married,Y,3,80,3
RM359,36,36-45,Non-Travel,Sales,5,Medical,1,479,4,Female,3,2,Sales Executive,4,Single,Y,2,80,3
RM360,36,36-45,Travel_Frequently,Sales,4,Medical,1,481,1,Male,2,3,Sales Executive,4,Married,Y,1,80,3
RM378,36,36-45,Travel_Rarely,Research & Development,3,Life Sciences,1,501,4,Female,3,1,Research Scientist,3,Married,Y,2,80,3
RM385,36,36-45,Travel_Rarely,Sales,2,Medical,1,513,2,Male,2,3,Sales Executive,3,Married,Y,2,80,3
RM443,36,36-45,Non-Travel,Sales,4,Medical,1,592,2,Male,3,3,Sales Executive,4,Single,Y,4,80,2
RM512,36,36-45,Travel_Rarely,Research & Development,2,Medical,1,699,2,Male,2,2,Manufacturing Director,2,Divorced,Y,3,80,3
RM542,36,36-45,Non-Travel,Research & Development,3,Life Sciences,1,742,1,Female,4,3,Research Director,1,Married,Y,1,80,3
RM570,36,36-45,Non-Travel,Sales,4,Life Sciences,1,789,1,Male,2,3,Sales Executive,1,Single,Y,2,80,3
RM594,36,36-45,Travel_Rarely,Research & Development,3,Other,1,823,3,Female,3,2,Manufacturing Director,2,Married,Y,1,80,3
RM600,36,36-45,Travel_Rarely,Human Resources,3,Human Resources,1,829,3,Male,3,1,Human Resources,2,Married,Y,2,80,3
RM622,36,36-45,Travel_Rarely,Sales,2,Life Sciences,1,857,2,Male,3,2,Sales Executive,4,Married,Y,4,80,2
RM634,36,36-45,Travel_Rarely,Human Resources,3,Life Sciences,1,878,1,Male,2,1,Human Resources,1,Married,Y,3,80,3
RM665,36,36-45,Travel_Rarely,Research & Development,1,Life Sciences,1,924,3,Male,3,2,Healthcare Representative,4,Married,Y,1,80,2
RM681,36,36-45,Travel_Rarely,Research & Development,4,Other,1,949,2,Male,3,1,Research Scientist,4,Single,Y,3,80,3
RM688,36,36-45,Travel_Rarely,Research & Development,4,Medical,1,958,3,Male,3,1,Laboratory Technician,3,Single,Y,3,80,3
RM694,36,36-45,Travel_Rarely,Sales,1,Life Sciences,1,967,3,Male,2,3,Sales Executive,4,Married,Y,1,80,3
RM709,36,36-45,Non-Travel,Sales,4,Technical Degree,1,990,1,Male,3,2,Sales Executive,4,Divorced,Y,4,80,3
RM753,36,36-45,Travel_Rarely,Research & Development,4,Life Sciences,1,1042,3,Female,4,1,Laboratory Technician,1,Single,Y,3,80,3
RM762,36,36-45,Travel_Rarely,Research & Development,3,Other,1,1052,1,Male,3,2,Laboratory Technician,3,Divorced,Y,2,80,2
RM774,36,36-45,Travel_Rarely,Research & Development,5,Medical,1,1073,4,Female,2,3,Manufacturing Director,4,Single,Y,2,80,2
RM818,36,36-45,Non-Travel,Research & Development,4,Life Sciences,1,1133,1,Male,3,2,Manufacturing Director,4,Single,Y,1,80,3
RM874,36,36-45,Travel_Rarely,Research & Development,4,Life Sciences,1,1221,3,Male,1,1,Laboratory Technician,3,Divorced,Y,3,80,3
RM883,36,36-45,Travel_Rarely,Research & Development,3,Technical Degree,1,1237,3,Female,1,3,Manufacturing Director,1,Divorced,Y,3,80,3
RM901,36,36-45,Travel_Frequently,Research & Development,3,Technical Degree,1,1257,3,Male,3,1,Research Scientist,2,Married,Y,3,80,2
RM928,36,36-45,Travel_Rarely,Research & Development,4,Life Sciences,1,1294,3,Female,3,2,Manufacturing Director,2,Single,Y,4,80,3
RM943,36,36-45,Travel_Rarely,Research & Development,4,Technical Degree,1,1312,4,Female,3,3,Healthcare Representative,3,Married,Y,1,80,3
RM969,36,36-45,Travel_Frequently,Sales,3,Marketing,1,1362,1,Female,4,2,Sales Executive,1,Married,Y,4,80,2
RM1012,36,36-45,Travel_Rarely,Sales,4,Marketing,1,1425,1,Female,3,2,Sales Executive,2,Single,Y,4,80,3
RM1019,36,36-45,Travel_Rarely,Research & Development,4,Life Sciences,1,1435,1,Male,2,2,Laboratory Technician,4,Single,Y,3,80,2
RM1020,36,36-45,Travel_Rarely,Sales,4,Marketing,1,1436,3,Female,2,2,Sales Executive,1,Married,Y,1,80,2
RM1103,36,36-45,Travel_Rarely,Sales,4,Life Sciences,1,1556,3,Male,3,1,Sales Representative,4,Single,Y,4,80,2
RM1122,36,36-45,Travel_Rarely,Sales,4,Life Sciences,1,1585,2,Female,3,2,Sales Executive,3,Single,Y,1,80,3
RM1129,36,36-45,Travel_Frequently,Research & Development,4,Life Sciences,1,1594,1,Male,4,2,Laboratory Technician,1,Married,Y,4,80,3
RM1146,36,36-45,Travel_Rarely,Research & Development,4,Life Sciences,1,1614,3,Female,3,2,Manufacturing Director,3,Married,Y,2,80,3
RM1174,36,36-45,Travel_Rarely,Research & Development,4,Life Sciences,1,1651,2,Female,3,3,Healthcare Representative,1,Married,Y,3,80,3
RM1181,36,36-45,Travel_Rarely,Research & Development,3,Life Sciences,1,1659,1,Male,3,1,Laboratory Technician,2,Single,Y,3,80,3
RM1183,36,36-45,Non-Travel,Research & Development,4,Medical,1,1662,4,Female,2,2,Manufacturing Director,3,Married,Y,3,80,3
RM1184,36,36-45,Travel_Rarely,Research & Development,2,Life Sciences,1,1664,4,Male,4,2,Healthcare Representative,1,Divorced,Y,1,80,3
RM1200,36,36-45,Travel_Rarely,Research & Development,4,Life Sciences,1,1682,1,Male,3,2,Healthcare Representative,3,Married,Y,2,80,2
RM1221,36,36-45,Travel_Rarely,Sales,4,Life Sciences,1,1710,3,Female,3,2,Sales Representative,4,Single,Y,3,80,2
RM1237,36,36-45,Travel_Rarely,Sales,5,Marketing,1,1733,2,Male,2,2,Sales Executive,1,Divorced,Y,2,80,3
RM1279,36,36-45,Travel_Rarely,Research & Development,3,Life Sciences,1,1790,4,Male,3,3,Healthcare Representative,1,Married,Y,4,80,3
RM1316,36,36-45,Travel_Rarely,Research & Development,4,Other,1,1847,4,Female,3,2,Research Scientist,2,Married,Y,4,80,3
RM1341,36,36-45,Travel_Rarely,Sales,4,Technical Degree,1,1880,2,Female,2,2,Sales Executive,3,Married,Y,1,80,3
RM1348,36,36-45,Travel_Frequently,Human Resources,1,Human Resources,1,1890,2,Male,2,2,Human Resources,4,Single,Y,4,80,2
RM1356,36,36-45,Travel_Rarely,Sales,2,Marketing,1,1908,3,Male,2,2,Sales Executive,2,Married,Y,3,80,1
RM1384,36,36-45,Non-Travel,Research & Development,4,Life Sciences,1,1949,1,Male,4,1,Laboratory Technician,2,Married,Y,2,80,3
RM1440,36,36-45,Travel_Rarely,Sales,3,Medical,1,2024,1,Female,2,3,Sales Executive,4,Married,Y,3,80,3
RM1441,36,36-45,Travel_Frequently,Research & Development,2,Life Sciences,1,2025,4,Female,3,2,Manufacturing Director,2,Divorced,Y,2,80,3
RM1448,36,36-45,Non-Travel,Sales,4,Marketing,1,2036,4,Male,1,2,Sales Executive,4,Divorced,Y,1,80,2
RM1454,36,36-45,Travel_Rarely,Sales,4,Marketing,1,2045,2,Female,2,2,Sales Executive,4,Married,Y,1,80,2
RM1466,36,36-45,Travel_Frequently,Research & Development,2,Medical,1,2061,3,Male,4,2,Laboratory Technician,4,Married,Y,3,80,3
RM1466,36,36-45,Travel_Frequently,Research & Development,2,Medical,1,2061,3,Male,4,2,Laboratory Technician,4,Married,Y,3,80,3
RM003,37,36-45,Travel_Rarely,Research & Development,2,Other,1,4,4,Male,2,1,Laboratory Technician,3,Single,Y,2,80,3
RM048,37,36-45,Travel_Rarely,Research & Development,2,Life Sciences,1,61,2,Male,3,1,Research Scientist,2,Married,Y,1,80,3
RM060,37,36-45,Travel_Rarely,Research & Development,4,Life Sciences,1,77,1,Male,2,2,Manufacturing Director,3,Divorced,Y,3,80,4
RM079,37,36-45,Travel_Rarely,Research & Development,4,Medical,1,102,1,Male,3,3,Research Director,3,Single,Y,1,80,4
RM101,37,36-45,Travel_Rarely,Human Resources,4,Human Resources,1,133,3,Male,3,1,Human Resources,1,Divorced,Y,4,80,3
RM105,37,36-45,Non-Travel,Research & Development,2,Life Sciences,1,139,3,Male,2,2,Healthcare Representative,4,Divorced,Y,4,80,4
RM116,37,36-45,Travel_Rarely,Sales,3,Life Sciences,1,152,3,Male,3,3,Sales Executive,4,Single,Y,1,80,3
RM196,37,36-45,Travel_Rarely,Research & Development,3,Life Sciences,1,267,2,Male,4,1,Research Scientist,1,Married,Y,1,80,2
RM223,37,36-45,Travel_Frequently,Research & Development,3,Other,1,306,2,Male,3,3,Research Director,4,Divorced,Y,3,80,3
RM227,37,36-45,Travel_Frequently,Sales,4,Marketing,1,311,1,Male,3,1,Sales Representative,4,Divorced,Y,3,80,3
RM249,37,36-45,Travel_Rarely,Research & Development,2,Medical,1,340,3,Female,2,1,Research Scientist,1,Married,Y,1,80,2
RM251,37,36-45,Travel_Frequently,Research & Development,3,Medical,1,342,1,Male,3,3,Manufacturing Director,3,Divorced,Y,2,80,3
